id,name,pure_name,internal_id,nickname,official_url,resplendent_url,resplendent_costume,resplendent_date,skills,skill_rarity,sex,release_date,thumb,english_name,epithet,english_epithet,description,origin,how_to_get,type,weapon_type,move_type,illustrator,cv,special_type,duo_skill,is_distributed,resplendent,rarity,rarity3,strength,weekness,recommend,hp_5,atk_5,spd_5,def_5,res_5,hp_5_lv1,atk_5_lv1,spd_5_lv1,def_5_lv1,res_5_lv1,style
537,"水着ワユ","|ワユ|仮面マルス|","双界ワユ","|ワユマル|双界ワユ|",https://guide.fire-emblem-heroes.com/09001011000532-2/,"","",,"|一夏の神宝|引き戻し|鬼神飛燕の一撃3|速さ守備の干渉3|攻撃速さの大開放3|","|一夏の神宝:5|引き戻し:5|鬼神飛燕の一撃1:5|鬼神飛燕の一撃2:5|鬼神飛燕の一撃3:5|速さ守備の干渉1:5|速さ守備の干渉2:5|速さ守備の干渉3:5|攻撃速さの大開放1:5|攻撃速さの大開放2:5|攻撃速さの大開放3:5|","女|女",2020-06-18,SummerMia-Icon.png,Mia,"双界の少女剣士","Harmonic Blades","少女剣士ワユと謎の仮面剣士マルス。 彼女たちを待つ、夏色の運命とは…？ （登場:『ファイアーエムブレム　暁の女神・覚醒』）","暁の女神|覚醒","超英雄","無","暗器","騎馬","|米山舞|","|浅川悠|小林ゆう|","|双界|","自分と同じ出典の味方と、自分自身に【双界効果・刃】を付与<br/>
3ターンに1回(1、4、7…)、ターン開始時、自分が双界スキルを使用済みなら、再使用可能にする<br/>
【双界効果・刃】戦闘中、攻撃、速さ+4(1ターン)","",,"","星5","","","",38,35,41,17,25,16,7,11,4,6,""
538,"水着キルロイ","|キルロイ|","","",https://guide.fire-emblem-heroes.com/09001010000536-2/,"","",,"|ヤシの木の杖+|リブロー+|天照|攻撃魔防の大覚醒3|魔防の大紋章2|","|アサルト:4|ヤシの木の杖:4|ヤシの木の杖+:5|ライブ:4|リライブ:4|リブロー:4|リブロー+:5|治癒:4|天照:4|攻撃魔防の大覚醒1:4|攻撃魔防の大覚醒2:4|攻撃魔防の大覚醒3:5|魔防の紋章1:4|魔防の大紋章1:4|魔防の大紋章2:4|","男",2020-06-19,SummerPhys-Icon.png,Rhys,"穏やかな木漏れ日","Gentle Basker","グレイル傭兵団の一員で、穏やかな性格。 今回は水着姿で作戦に参加。 (登場:『ファイアーエムブレム　暁の女神』)","暁の女神","戦渦の連戦","無","杖","歩行","|切符|","|浜田賢二|","","",true,,"","星5|星4","","","",44,34,27,21,36,18,10,5,4,10,""
539,"伝承セリス","|セリス|","","|伝セリ|",https://guide.fire-emblem-heroes.com/03051001000536-2/,"","",,"|至聖ティルフィング|華炎|遠反・鬼神の構え|遠距離反撃|最後の聖戦・承|最後の聖戦|守備の相互鼓舞|","","男",2020-06-30,LegendarySliph-Icon.png,Seliph,"光の皇子","Scion of Light","聖剣【ティルフィング】の継承者で、妹ユリアと共に 暗黒神の野望を阻み、聖戦に終止符を打つ。 (登場:『ファイアーエムブレム　聖戦の系譜』)","聖戦の系譜","伝承英雄ガチャ","赤","剣","騎馬","|江川あきら|","|内田雄馬|","|伝承地|死闘180|ダブル|Hp3|","","",,"","星5","","","",41,41,17,37,26,19,11,4,9,4,""
540,"水着イングリット","|イングリット|","","",https://guide.fire-emblem-heroes.com/12003008000539-2/,"","",,"|海角の星槍|月虹|鬼神金剛の瞬撃|警戒姿勢3|速さの波・奇数3|",,"女",2020-07-08,SummerIngrid-Icon.png,Ingrid,"真夏の騎士道","Solstice Knight","ファーガス神聖王国ガラテア伯爵家の息女。 水着になっても勤勉な性格に変わりなし。 (登場:『ファイアーエムブレム 風花雪月』)","風花雪月","超英雄","青","槍","飛行","|煎茶|","|石見舞菜香|","","","",,"","星5","","","",39,34,42,25,26,17,6,12,6,9,""
541,"水着ドロテア","|ドロテア|","","",https://guide.fire-emblem-heroes.com/12002007000538-2/,"","",,"|花の髪飾り+|踊る|攻撃の魅了3|攻撃の鼓舞4|","|花の髪飾り:5|花の髪飾り+:5|踊る:5|攻撃の魅了1:5|攻撃の魅了2:5|攻撃の魅了3:5|攻撃の鼓舞4:5|","女",2020-07-08,SummerDorothea-Icon.png,Dorothea,"太陽の歌姫","Solar Songstress","黒鷲の学級唯一の平民出身。 歌劇団で磨いた美声と舞踊を夏の海で披露する。 (登場:『ファイアーエムブレム 風花雪月』)","風花雪月","超英雄","無","暗器","歩行",|Azusa|,"|長妻樹里|","","","",,"","星5","","","",38,37,36,16,30,16,7,8,3,6,""
542,"水着シルヴァン","|シルヴァン|","","",https://guide.fire-emblem-heroes.com/12003005000540-2/,"","",,"|メロンフロート+|引き寄せ|魔防の封印3|攻撃守備の奮起3|","|メロンフロート:4|メロンフロート+:5|引き寄せ:4|魔防の封印1:4|魔防の封印2:4|魔防の封印3:4|攻撃守備の奮起1:4|攻撃守備の奮起2:4|攻撃守備の奮起3:5|","男",2020-07-08,SummerSylvain-Icon.png,Sylvain,"夏の女神を探して","Hanging with Tens","ゴーティエ辺境伯の次期当主。 夏の海で女の子を前に闘志をみなぎらせる。 (登場:『ファイアーエムブレム 風花雪月』)","風花雪月","超英雄","緑","緑魔","騎馬",|argon|,"|古川慎|","","","",,"","星5|星4","","","",42,32,35,27,16,18,8,9,5,3,""
543,"水着ベレス","|ベレス|レア|","比翼ベレス","|べレア|比翼ベレス|水着先生|",https://guide.fire-emblem-heroes.com/12001002000537-2/,"","",,"|盛夏の神宝|破天|攻撃速さの渾身4|速さ魔防の封印2|先導の伝令・地3|","|盛夏の神宝:5|破天:5|攻撃速さの渾身1:5|攻撃速さの渾身2:5|攻撃速さの渾身3:5|攻撃速さの渾身4:5|速さ魔防の封印2:5|速さ魔防の封印1:5|先導の伝令・地1:5|先導の伝令・地2:5|先導の伝令・地3:5|","女|女",2020-07-08,SummerByleth-Icon.png,Byleth,"主に導かれし者","Fell Star's Duo","セイロス聖教会の大司教レアと士官学校教師ベレスが 貴重な夏休みを満喫？ (登場:『ファイアーエムブレム 風花雪月』)","風花雪月","超英雄","赤","赤魔","飛行",|cuboon|,"|伊藤静|井上喜久子|","|比翼|死闘185|","自分と周囲2マス以内の味方に【攻め立て】を付与<br/>
1マップに1回使用可能、ただし、3ターンに1回(1、4、7...)、ターン開始時、自分が比翼スキルを使用済みなら、再使用可能にする<br/>
【攻め立て】自分から攻撃した時、追撃可能なら自分の攻撃の直後に追撃を行う(1ターン)","",,"","星5","","","",40,36,42,16,21,18,8,12,3,4,""
544,"水着ローレンツ","|ローレンツ|","","",https://guide.fire-emblem-heroes.com/12004002000541-2/,"","",,"|ほら貝のブーケ+|回り込み|生命の業火3|魔防の波・偶数3|","|ほら貝のブーケ:4|ほら貝のブーケ+:5|回り込み:4|生命の業火1:4|生命の業火2:4|生命の業火3:5|魔防の波・偶数1:4|魔防の波・偶数2:4|魔防の波・偶数3:4|","男",2020-07-09,SummerLorenz-Icon.png,Lorenz,"高貴なる盛夏","Highborn Heat","名門貴族グロスタール伯爵家の跡取り。 夏の海でも貴族の品位を重んじる。 (登場:『ファイアーエムブレム 風花雪月』)","風花雪月","戦渦の連戦","赤","赤魔","歩行","|п猫R|","|渡辺紘|","","",true,,"","星5|星4","","","",45,32,31,25,29,19,8,7,6,7,""
545,"クリス(男)","|クリス男|","","",https://guide.fire-emblem-heroes.com/01001002000542-2/,"","",,"|影の英雄の剣|夕陽|HP速さ2|回避・怒り3|攻撃の相互大紋章|",,"男",2020-07-20,KrisM-Icon.png,Kris,"名も知らぬ英雄","Unknown Hero","アリティア王国セラ村の出身。新人騎士で編成された、 第七小隊のリーダー。近衛騎士としてマルスを支える。 (登場:『ファイアーエムブレム 新・紋章の謎』)","新・紋章の謎","ガチャ","赤","剣","歩行","|Daisuke Izuka|","|日野聡|","","","",,"","星5","","","",40,37,40,30,25,18,9,10,8,6,""
546,"ジュリアン","|ジュリアン|","","",https://guide.fire-emblem-heroes.com/01004008000544-2/,"","",,"|辺境の盗賊の暗器|騎殺の暗器+|月虹|金剛の反撃・近距離|攻撃速さの凪3|","|辺境の盗賊の暗器:5|騎殺の暗器:5|騎殺の暗器+:5|月虹:5|金剛の反撃・近距離:5|攻撃速さの凪1:5|攻撃速さの凪2:5|攻撃速さの凪3:5|","男",2020-07-20,Julian-Icon.png,Julian,"心優しき元盗賊","Tender Thief","かつて暗黒戦争を機に足を洗った元・盗賊。 シスター・レナと共に修道院で働く。 (登場:『ファイアーエムブレム 紋章の謎』)","紋章の謎","ガチャ","無","暗器","歩行","|山田孝太郎|","|木村良平|","","","",,"","星5","","","",40,38,38,33,18,18,8,10,7,5,""
547,"レナ","|レナ|","","",https://guide.fire-emblem-heroes.com/01004009000545-2/,"","",,"|グラビティ+|リカバー+|天照|守備魔防2|攻撃の謀策3|","|グラビティ:4|グラビティ+:5|リカバー:4|リカバー+:5|天照:4|守備魔防1:4|守備魔防2:4|攻撃の謀策1:4|攻撃の謀策2:4|攻撃の謀策3:5|","女",2020-07-20,Lena-Icon.png,Lena,"心優しき聖女","Tender Angel","マケドニアの聖女と慕われるシスター。騎士マチスの妹。 暗黒戦争後は、修道院で孤児の世話をしている。 (登場:『ファイアーエムブレム 紋章の謎』)","紋章の謎","ガチャ","無","杖","歩行","|恒星ホリグチ|","|戸松遥|","","","",,"","星4|星3","","","",40,32,29,24,37,18,8,7,5,9,""
548,"クリス(女)","|クリス女|","","",https://guide.fire-emblem-heroes.com/01001003000543-2/,"","",,"|影の英雄の槍|月虹|獅子奮迅4|回避・怒り3|速さ魔防の奮起3|",,"女",2020-07-20,KrisF-Icon.png,Kris,"語られざる英雄","Unsung Hero","アリティア王国セラ村の出身。新人騎士で編成された、 第七小隊のリーダー。近衛騎士としてマルスを支える。 (登場:『ファイアーエムブレム 新・紋章の謎』)","新・紋章の謎","ガチャ","青","槍","歩行","|Daisuke Izuka|",|Lynn|,"","","",,"","星5","","","",40,37,40,30,25,18,9,10,8,6,""
549,"エレミヤ","|エレミヤ|","","",https://guide.fire-emblem-heroes.com/01029001000546-2/,"","",,"|パニック+|リブロー+|祈り|攻撃魔防の渾身3|遠距離警戒3|","|アサルト:3|パニック:3|パニック+:5|ライブ:3|リライブ:3|リブロー:3|リブロー+:5|祈り:3|治癒:3|攻撃魔防の渾身1:3|攻撃魔防の渾身2:3|攻撃魔防の渾身3:4|遠距離警戒1:3|遠距離警戒2:4|遠距離警戒3:5|","女",2020-07-21,Jeremy-Icon.png,Eremiya,"嘆きの司祭","Bishop of Woe","謎の暗殺者集団を率い、ガーネフに従う司祭。 かつては多くの戦災孤児を救っていたというが……。 (登場:『ファイアーエムブレム 新・紋章の謎』)","新・紋章の謎","大英雄戦","無","杖","歩行","|誉|","|中原麻衣|","","",true,,"","星4|星3","","","",44,32,35,23,27,18,6,9,6,8,""
550,"シーフ(敵)","|シーフ|","","","","","",,,,"男",2017-02-02,Thief-Icon.png,Thief,"","","",,"","無","暗器","歩行",,,,"","",,"","","","","",36,28,38,13,32,17,6,10,3,8,""
551,"レッドシーフ(敵)","|レッドシーフ|","","","","","",,,,"男",2018-12-11,RedThief-Icon.png,"Red Thief","","","",,"","赤","赤暗器","歩行",,,,"","",,"","","","","",36,28,38,13,32,17,6,10,3,8,""
552,"ブルーシーフ(敵)","|ブルーシーフ|","","","","","",,,,"男",2018-12-11,BlueThief-Icon.png,"Blue Thief","","","",,"","青","青暗器","歩行",,,,"","",,"","","","","",36,28,38,13,32,17,6,10,3,8,""
553,"グリーンシーフ(敵)","|グリーンシーフ|","","","","","",,,,"男",2018-12-11,GreenThief-Icon.png,"Green Thief","","","",,"","緑","緑暗器","歩行",,,,"","",,"","","","","",36,28,38,13,32,17,6,10,3,8,""
554,"ヘル","|ヘル|","","",https://guide.fire-emblem-heroes.com/00003301000548-2/,"","",,"|死鎌ヘル|月光|遠反・速さの渾身|遠距離反撃|警戒姿勢3|死からは逃れ…・神|死からは逃れられぬ|",,"女",2020-07-30,Hel-Icon.png,Hel,"死の王","Death Sovereign","死の王国ヘルの王。人の死によって己の力を増す。 すべての生者を死者とすることが望み。","ヒーローズ","神階英雄ガチャ","緑","斧","飛行","|コザキユースケ|","|小山茉美|","|神階闇|Hp5_Def5|","","",,"","星5","","","",40,38,41,30,18,18,10,11,8,3,""
555,"海賊ティバーン","|ティバーン|","","",https://guide.fire-emblem-heroes.com/09006001000552-2/,"","",,"|天空の海賊の嘴爪|疾風迅雷|剛剣4|空からの急襲3|攻撃の紫煙3|","","男",2020-08-07,PirateTibarn-Icon.png,Tibarn,"船を持たぬ海賊","Shipless Pirate","鷹の民を率いるフェニキスの王。 ふとした偶然から、海賊祭りに参加することに。 （登場:『ファイアーエムブレム 暁の女神』）","暁の女神","超英雄","無","獣","飛行","|北千里|","|鈴木達央|","","","",,"","星5","","","",42,41,30,36,18,20,11,6,10,3,""
556,"海賊ブリギッド","|ブリギッド|","","",https://guide.fire-emblem-heroes.com/03002001000551-2/,"","",,"|舵の弓+|一喝+|飛燕金剛の瞬撃|鼓動の幻煙3|",,"女",2020-08-07,PirateBrigid-Icon.png,Brigid,"オーガヒルの義賊","Orgahil Pirate","勇敢で勝気な海賊。幼い頃に家族と生き別れ、 海賊の頭に拾われて育てられた。 (登場:『ファイアーエムブレム 聖戦の系譜』)","聖戦の系譜","超英雄","赤","赤弓","歩行","|店主マイトオ|","|岡村明美|","","","",,"","星5","","","",41,37,40,30,19,19,9,10,6,4,""
557,"海賊ギース","|ギース|","","",https://guide.fire-emblem-heroes.com/05009007000550-2/,"","",,"|風見鶏の槍+|引き戻し|生命の業火3|歩行の鼓動3|","|風見鶏の槍:4|風見鶏の槍+:5|引き戻し:4|生命の業火1:4|生命の業火2:4|生命の業火3:5|歩行の鼓動1:4|歩行の鼓動2:4|歩行の鼓動3:4|","男",2020-08-07,PirateGeese-Icon.png,Geese,"海と共に生きる","A Life at Sea","商船の船長だったが、戦争で商売が立ち行かなくなり、 やむなく海賊に転身した過去を持つ。 (登場:『ファイアーエムブレム 封印の剣』)","封印の剣","超英雄","青","槍","歩行",|motsutsu|,"|古川慎|","","","",,"","星5|星4","","","",46,38,35,32,21,20,8,9,8,6,""
558,"海賊ヴェロニカ","|ヴェロニカ|マークス|","","|ヴェロニキ|",https://guide.fire-emblem-heroes.com/00001005000549-2/,"","",,"|波閉ざす錨の斧|緋炎|攻撃守備の孤軍4|攻撃守備の凪3|攻撃守備の大開放3|","|波閉ざす錨の斧:5|緋炎:5|攻撃守備の孤軍1:5|攻撃守備の孤軍2:5|攻撃守備の孤軍3:5|攻撃守備の孤軍4:5|攻撃守備の凪1:5|攻撃守備の凪2:5|攻撃守備の凪3:5|攻撃守備の大開放1:5|攻撃守備の大開放2:5|攻撃守備の大開放3:5|","女|男",2020-08-07,PirateVeronica-Icon.png,Veronica,"エンブラ海賊団","Harmonic Pirates","エンブラの皇女ヴェロニカと、暗夜の王子マークス。 民の心を知るために海賊祭りに参加する。 (登場:『ファイアーエムブレム ヒーローズ・if』)","ヒーローズ|if","超英雄","緑","斧","騎馬","|п猫R|","|日高里菜|小西克幸|","|双界|","自分と同じ出典の味方と、自分自身に【双界効果・盾】を付与<br/>
1マップに1回使用可能、ただし、3ターンに1回(1、4、7...)、ターン開始時、自分が双界スキルを使用済みなら、再使用可能にする<br/>
【双界効果・盾】戦闘中、守備、魔防+4<br/>各自軍ターン、各敵軍ターンそれぞれについて、自身の最初の戦闘のみ、敵は追撃不可(1ターン)","",,"","星5","","","",38,39,19,36,29,19,9,4,8,7,""
559,"海賊ダロス","|ダロス|","","",https://guide.fire-emblem-heroes.com/01000000000553-2/,"","",,"|デッキブラシ+|体当たり|生命の大地3|守備の波・奇数3|","|デッキブラシ:4|デッキブラシ+:5|体当たり:4|生命の大地1:4|生命の大地2:4|生命の大地3:5|守備の波・奇数1:4|守備の波・奇数2:4|守備の波・奇数3:4|","男",2020-08-08,PirateDarros-Icon.png,Darros,"優しき海の男",Seawalker,"元は漁師で、成り行きで海賊となった過去がある。 もう海賊には戻りたくないが、祭りなら別。 (登場:『ファイアーエムブレム 暗黒竜と光の剣』)","暗黒竜と光の剣","戦渦の連戦","緑","斧","歩行","|添田一平|","|田中進太郎|","","",true,,"","星5|星4","","","",46,36,32,37,21,20,10,6,9,6,""
560,"総選挙リシテア","|リシテア|","","",https://guide.fire-emblem-heroes.com/12004005000557-2/,https://fehpass.fire-emblem-heroes.com/ja/00004005000557/,"ヘル",2026-01-10,"|ダークスパイクT|月虹|攻撃速さの渾身4|速さ魔防の凪3|速さの鼓舞4|","|ダークスパイクT:5|月虹:5|攻撃速さの渾身1:5|攻撃速さの渾身2:5|攻撃速さの渾身3:5|攻撃速さの渾身4:5|速さ魔防の凪1:5|速さ魔防の凪2:5|速さ魔防の凪3:5|速さの鼓舞1:5|速さの鼓舞2:5|速さの鼓舞3:5|速さの鼓舞4:5|","女",2020-08-18,B-Lysithea-Icon.png,Lysithea,"真摯なる求道者","Earnest Seeker
","レスター諸侯同盟領の貴族、コーデリア伯の娘。士官学校の経験を経て成長を遂げる。(登場:『ファイアーエムブレム風花雪月』)","風花雪月","ガチャ","赤","赤魔","歩行","|アマガイタロー|ＫｅＧ|","|悠木碧|",,"",select,true,"","星5","","","",40,40,39,21,25,18,10,9,4,8,""
